Issue key,Issue id,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Labels,Components,Created,Updated,Fix Version/s,Sprint,Story Points,Epic Link,Description,Comments Count,PR Count,Attachment Count,Linked Bugs Count,Words in Description,Has Metric Number
DP-72,10072,Perf: Cache JIRA field lookups,Story,Done,High,Done,DevOps,Osman Turalioglu,,backend;ui,2025-07-28 17:00,2025-08-04 17:00,1.5,Sprint 5,2,DP-6,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show perf: cache jira field lookups results.

—
As a Support Analyst, I need **perf: cache jira field lookups** so that it reduces manual prep time for demos.
Value & Metric: Expected impact **−30 mins per sprint on average**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 5', and show the output slide where **Perf: Cache JIRA field lookups** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **rate limiting during peak hours**. Components: backend;ui.

Value: high visibility for leadership demos; improves predictability vs. reported metrics.
Metric: +25% reviewer throughput.
Demo: filter by component, export PPTX, then compare MD and JSON order.",7,0,3,2,198,1
DP-73,10073,Chart: sprint KPIs slide,Story,Done,Lowest,Done,DevOps,Osman Turalioglu,,export;ml,2025-07-31 06:00,2025-08-03 06:00,1.5,Sprint 5,2,DP-6,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Support Analyst, I need **chart: sprint kpis slide** so that it reduces manual prep time for demos.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **rate limiting during peak hours**. Components: export;ml.

Context: documentation alignment and comments cleanup. No measurable stakeholder effect recorded this sprint.",4,0,0,0,134,0
DP-74,10074,JSON artifact writer (stable schema),Story,Done,Highest,Done,Osman Turalioglu,Osman Turalioglu,docs;tech-debt,integration,2025-08-16 02:00,2025-08-21 02:00,1.6,Sprint 6,1,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Support Analyst, I need **json artifact writer (stable schema)** so that it de‑duplicates overlapping tickets and PR links.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **missing Epic Link on migrated items**. Components: integration.

Context: small internal reliability improvements. No direct user-facing changes this iteration.",1,0,0,0,134,0
DP-75,10075,Normalize JIRA fields for ranking,Bug,Done,Medium,Done,Osman Turalioglu,Osman Turalioglu,,export;ui,2025-08-16 19:00,2025-08-23 19:00,1.6,Sprint 6,1,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show normalize jira fields for ranking results.

—
As a Support Analyst, I need **normalize jira fields for ranking** so that it de‑duplicates overlapping tickets and PR links.
Value & Metric: Expected impact **≥4.7/5 stakeholder clarity**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 6', and show the output slide where **Normalize JIRA fields for ranking** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: export;ui.

Value: improves stakeholder clarity; reduces prep time.
Metric: ≤±5% predictability error.
Demo: open the app, select the current sprint, and show the KPI slide.",7,3,2,1,193,1
DP-76,10076,Bug: 401 after token refresh expiry,Task,Done,High,Done,Osman Turalioglu,Osman Turalioglu,tech-debt,ml;ui,2025-08-14 15:00,2025-08-16 15:00,1.6,Sprint 6,2,DP-7,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show bug: 401 after token refresh expiry results.

—
As a Sprint Demo Stakeholder, I need **bug: 401 after token refresh expiry** so that it surfaces risk and follow‑ups early.
Value & Metric: Expected impact **≥4.7/5 stakeholder clarity**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 6', and show the output slide where **Bug: 401 after token refresh expiry** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **missing Epic Link on migrated items**. Components: ml;ui.

Note: standard progress update; validate fields and links; no KPI change expected.",2,0,0,2,184,1
DP-77,10077,UI: Quick download panel,Story,Done,Medium,Done,Frontend Lead,Osman Turalioglu,,export;ml,2025-08-17 05:00,2025-08-19 05:00,1.6,Sprint 6,2,DP-4,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Sprint Demo Stakeholder, I need **ui: quick download panel** so that it clarifies business value in plain English.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **missing Epic Link on migrated items**. Components: export;ml.

Context: general refactor to simplify module boundaries. No direct user-facing changes this iteration.",2,1,1,1,136,0
DP-78,10078,Bug: 401 after token refresh expiry,Story,Done,High,Done,Frontend Lead,Osman Turalioglu,security,ml;ui,2025-08-15 02:00,2025-08-17 02:00,1.6,Sprint 6,1,DP-2,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show bug: 401 after token refresh expiry results.

—
As a Support Analyst, I need **bug: 401 after token refresh expiry** so that it surfaces risk and follow‑ups early.
Value & Metric: Expected impact **−30 mins per sprint on average**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 6', and show the output slide where **Bug: 401 after token refresh expiry** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: ml;ui.

Value: direct customer-facing impact; cuts context switches.
Metric: −30 mins per sprint.
Demo: open the app, select the current sprint, and show the KPI slide.",6,1,4,3,197,1
DP-79,10079,Chart: sprint KPIs slide,Story,Done,Medium,Done,Frontend Lead,Osman Turalioglu,,integration;ui,2025-08-17 21:00,2025-08-24 21:00,1.6,Sprint 6,5,DP-4,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show chart: sprint kpis slide results.

—
As a Customer Success Manager, I need **chart: sprint kpis slide** so that it enables one‑click artifact generation (PPTX/MD/JSON).
Value & Metric: Expected impact **−30 mins per sprint on average**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 6', and show the output slide where **Chart: sprint KPIs slide** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: integration;ui.

Value: improves stakeholder clarity; improves predictability vs. reported metrics.
Metric: −60% slide creation time.
Demo: open the app, select the current sprint, and show the KPI slide.",5,2,4,0,196,1
DP-80,10080,Attachment parsing & mime handling,Story,Done,Medium,Done,Backend Lead,Osman Turalioglu,performance,auth,2025-08-12 09:00,2025-08-17 09:00,1.6,Sprint 6,1,DP-4,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show attachment parsing & mime handling results.

—
As a Customer Success Manager, I need **attachment parsing & mime handling** so that it surfaces risk and follow‑ups early.
Value & Metric: Expected impact **−30 mins per sprint on average**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 6', and show the output slide where **Attachment parsing & mime handling** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: auth.

Value: direct customer-facing impact; reduces prep time.
Metric: ≤±5% predictability error.
Demo: filter by component, export PPTX, then compare MD and JSON order.",7,1,0,3,195,1
DP-81,10081,OAuth with refresh token rotation,Story,Done,Medium,Done,Backend Lead,Osman Turalioglu,customer-impact;security,backend;ml,2025-08-11 15:00,2025-08-18 15:00,1.6,Sprint 6,5,DP-1,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show oauth with refresh token rotation results.

—
As a Sprint Demo Stakeholder, I need **oauth with refresh token rotation** so that it reduces manual prep time for demos.
Value & Metric: Expected impact **≥4.7/5 stakeholder clarity**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 6', and show the output slide where **OAuth with refresh token rotation** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: backend;ml.

Value: improves stakeholder clarity; standardizes the narrative.
Metric: ≤±5% predictability error.
Demo: click 'Generate', review top-ranked items with reasons, and show the PPTX preview.",5,3,0,1,191,1
DP-82,10082,Spike: SBERT embedding benchmark,Bug,Done,Low,Done,Backend Lead,Osman Turalioglu,,backend;ml,2025-08-15 05:00,2025-08-19 05:00,1.6,Sprint 6,2,DP-2,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Product Owner, I need **spike: sbert embedding benchmark** so that it standardizes deck structure across teams.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **missing Epic Link on migrated items**. Components: backend;ml.

Context: minor config harmonization across environments. Internal-only change with limited visibility.",3,0,2,1,132,0
DP-83,10083,Bug: 401 after token refresh expiry,Bug,Done,High,Done,Data/ML,Osman Turalioglu,,integration;ui,2025-08-11 19:00,2025-08-17 19:00,1.6,Sprint 6,1,DP-4,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show bug: 401 after token refresh expiry results.

—
As a Customer Success Manager, I need **bug: 401 after token refresh expiry** so that it standardizes deck structure across teams.
Value & Metric: Expected impact **−35% context switching during prep**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 6', and show the output slide where **Bug: 401 after token refresh expiry** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: integration;ui.

Value: removes blocker for sales demo; standardizes the narrative.
Metric: −60% slide creation time.
Demo: reveal 'Why it matters' text and highlight the metric callout on the slide.",7,3,1,1,199,1
DP-84,10084,Chart: sprint KPIs slide,Story,Done,Medium,Done,DevOps,Osman Turalioglu,performance;tech-debt,ui,2025-08-14 02:00,2025-08-18 02:00,1.6,Sprint 6,3,DP-8,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show chart: sprint kpis slide results.

—
As a QA Lead, I need **chart: sprint kpis slide** so that it standardizes deck structure across teams.
Value & Metric: Expected impact **−35% context switching during prep**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 6', and show the output slide where **Chart: sprint KPIs slide** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **missing Epic Link on migrated items**. Components: ui.

Note: standard progress update; validate fields and links; no KPI change expected.",5,2,1,2,179,1
DP-85,10085,Bug: label parsing for semicolons,Bug,Done,Lowest,Done,DevOps,Osman Turalioglu,customer-impact,ml;ui,2025-08-14 01:00,2025-08-17 01:00,1.6,Sprint 6,2,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show bug: label parsing for semicolons results.

—
As a Support Analyst, I need **bug: label parsing for semicolons** so that it de‑duplicates overlapping tickets and PR links.
Value & Metric: Expected impact **−35% context switching during prep**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 6', and show the output slide where **Bug: label parsing for semicolons** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: ml;ui.

Value: direct customer-facing impact; improves predictability vs. reported metrics.
Metric: ≤±5% predictability error.
Demo: filter by component, export PPTX, then compare MD and JSON order.",1,2,4,1,196,1
DP-86,10086,Make-up work to balance SP,Task,Done,Medium,Done,Frontend Lead,Osman Turalioglu,balancing,export,2025-06-19 07:00,2025-06-20 07:00,1.2,Sprint 2,2,DP-2,"Auto-added to ensure per-member 8 SP allocation for analytics/demo accuracy.

—
As a Support Analyst, I need **make-up work to balance sp** so that it reduces manual prep time for demos.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **rate limiting during peak hours**. Components: export.

Context: minor config harmonization across environments. No direct user-facing changes this iteration.",0,1,1,0,121,0
DP-87,10087,Make-up work to balance SP,Task,Done,Medium,Done,Osman Turalioglu,Osman Turalioglu,balancing,export,2025-07-02 03:00,2025-07-03 03:00,1.3,Sprint 3,2,DP-4,"Auto-added to ensure per-member 8 SP allocation for analytics/demo accuracy.

—
As a Support Analyst, I need **make-up work to balance sp** so that it standardizes deck structure across teams.
Value & Metric: Expected impact **+25% reviewer throughput**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 3', and show the output slide where **Make-up work to balance SP** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: export.

Value: direct customer-facing impact; cuts context switches.
Metric: −30 mins per sprint.
Demo: open the app, select the current sprint, and show the KPI slide.",7,2,2,3,169,1
DP-88,10088,Make-up work to balance SP,Task,Done,Medium,Done,Data/ML,Osman Turalioglu,balancing,integration;ui,2025-08-11 20:00,2025-08-12 20:00,1.6,Sprint 6,7,DP-4,"Auto-added to ensure per-member 8 SP allocation for analytics/demo accuracy.

—
As a Product Owner, I need **make-up work to balance sp** so that it enables one‑click artifact generation (PPTX/MD/JSON).


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: integration;ui.

Context: minor config harmonization across environments. Minimal impact on demo narrative this cycle.",4,1,0,1,122,0
DP-89,10089,Make-up work to balance SP,Task,Done,Medium,Done,DevOps,Osman Turalioglu,balancing,ui,2025-08-14 03:00,2025-08-15 03:00,1.6,Sprint 6,3,DP-8,"Auto-added to ensure per-member 8 SP allocation for analytics/demo accuracy.

—
As a Sprint Demo Stakeholder, I need **make-up work to balance sp** so that it improves traceability between Epics and Stories.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: ui.

Context: documentation alignment and comments cleanup. No direct user-facing changes this iteration.",3,0,0,0,121,0
DP-90,10090,Make-up work to balance SP,Task,Done,Medium,Done,Osman Turalioglu,Osman Turalioglu,balancing,integration,2025-08-16 03:00,2025-08-17 03:00,1.6,Sprint 6,4,DP-5,"Auto-added to ensure per-member 8 SP allocation for analytics/demo accuracy.

—
As a Sprint Demo Stakeholder, I need **make-up work to balance sp** so that it clarifies business value in plain English.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: integration.

Context: small internal reliability improvements. No direct user-facing changes this iteration.",3,0,1,0,122,0
